name,years_in_top1000,total_share
NYLA,9,0.002738
AMYA,9,0.002649
ANAYA,9,0.002315
LITZY,9,0.002148
LILLIANA,9,0.002091
KAYA,9,0.001992
JALISA,9,0.001919
ARELY,9,0.001892
BRISA,9,0.001885
FINN,9,0.001854
AMARA,9,0.001850
KAIA,9,0.001718
RUBI,9,0.001705
HAILIE,9,0.001655
BRODIE,9,0.001646
MONSERRAT,9,0.001633
ARYANNA,9,0.001610
SHELBIE,9,0.001461
JOURNEY,9,0.001386
MADISEN,9,0.001377
KRYSTINA,9,0.001366
DEION,9,0.001356
SOMMER,9,0.001354
YARITZA,9,0.001344
ALIZA,9,0.001339
CALISTA,9,0.001311
KENNA,9,0.001287
JAIR,9,0.001266
TAMIKO,9,0.001245
ALEXZANDER,9,0.001241
JAEDEN,9,0.001233
SARAHI,9,0.001230
XZAVIER,9,0.001217
BELEN,9,0.001212
ABIGALE,9,0.001207
IYANA,9,0.001204
SINCERE,9,0.001193
JAVION,9,0.001178
UNIQUE,9,0.001158
MIYA,9,0.001136
SIOBHAN,9,0.001133
PORSHA,9,0.001129
SEMAJ,9,0.001115
TOMIKA,9,0.001111
AMELIE,9,0.001107
ELIAN,9,0.001101
KIAN,9,0.001101
TIERA,9,0.001091
HALI,9,0.001088
TOYA,9,0.001040
ANJELICA,9,0.001034
ERYN,9,0.001021
CRISTIN,9,0.000993
BLAZE,9,0.000945
GIGI,9,0.000918
ZAIRE,9,0.000903
EAN,9,0.000900
NICOLLE,9,0.000898
MAXIM,9,0.000894
TENISHA,9,0.000889
CHRISTEL,9,0.000874
DEONDRE,9,0.000827
JEDEDIAH,9,0.000743
CYNDI,9,0.000724
TAMALA,9,0.000709
JERAMIAH,9,0.000702
MCARTHUR,9,0.000688
NICHOLAUS,9,0.000647
CHANNING,9,0.000639
EMELIE,9,0.000638
NAJEE,9,0.000636
DAMEON,9,0.000622
ROMIE,9,0.000611
HOSIE,9,0.000606
JARRELL,9,0.000601
JERIMIAH,9,0.000600
SABRA,9,0.000585
MOIRA,9,0.000581
HORATIO,9,0.000568
FRONIA,9,0.000564
OTELIA,9,0.000548
WAVERLY,9,0.000545
EULALIE,9,0.000543
DELOS,9,0.000536
ROSCO,9,0.000536
JAMIN,9,0.000531
ATTIE,9,0.000525
EBER,9,0.000521
CREED,9,0.000520
TINNIE,9,0.000513
AMIT,9,0.000512
JANEY,9,0.000509
HOSTEEN,9,0.000501
PAULETTA,9,0.000500
LENORD,9,0.000499
LADY,9,0.000496
BAMA,9,0.000495
IRINE,9,0.000493
ALMER,9,0.000491
ROCK,9,0.000490
BUELAH,9,0.000486
RAOUL,9,0.000486
CLIVE,9,0.000485
AMPARO,9,0.000484
LOUETTA,9,0.000484
WALDEMAR,9,0.000483
SISTER,9,0.000483
VASHTI,9,0.000483
FERNAND,9,0.000482
BEVERLEE,9,0.000478
ALTO,9,0.000477
LAVENIA,9,0.000474
LONNA,9,0.000473
SANTINA,9,0.000470
CONCHA,9,0.000469
ETHER,9,0.000466
JUSTON,9,0.000465
ELLAR,9,0.000460
LOTA,9,0.000459
CREOLA,9,0.000458
BENJAMEN,9,0.000456
GREGORIA,9,0.000456
JEFFIE,9,0.000454
GLENWOOD,9,0.000446
ALTIE,9,0.000428
RAYNARD,9,0.000412
LENWOOD,9,0.000373
DAVEY,9,0.000369
ARLYN,9,0.000363
ARNOLDO,9,0.000348
VIC,9,0.000332
KENNTH,9,0.000323
KIETH,9,0.000323
NEVAEH,8,0.015377
KEIRA,8,0.005825
CAIDEN,8,0.002806
XIMENA,8,0.002745
AINSLEY,8,0.002692
JIMENA,8,0.002365
MELANY,8,0.002113
ANNABELLA,8,0.001609
AUBRIE,8,0.001558
JAYLYNN,8,0.001544
TALIYAH,8,0.001475
JAMYA,8,0.001456
DANIKA,8,0.001450
TANIYA,8,0.001384
KALIYAH,8,0.001372
ALIJAH,8,0.001361
JOSLYN,8,0.001341
DEMI,8,0.001340
AMIYA,8,0.001313
FRIDA,8,0.001312
KAIYA,8,0.001307
MADALYNN,8,0.001306
NYA,8,0.001289
JUWAN,8,0.001273
RONAN,8,0.001272
SUNSHINE,8,0.001266
MEADOW,8,0.001259
KOBY,8,0.001258
JAYLENE,8,0.001258
SHELBA,8,0.001220
TAMATHA,8,0.001216
MIAH,8,0.001212
NOELIA,8,0.001209
JALYN,8,0.001195
YULIANA,8,0.001193
AMINA,8,0.001121
MYRANDA,8,0.001099
MAKAILA,8,0.001086
QUIANA,8,0.001082
TAYA,8,0.001072
BRITTANEY,8,0.001066
SHAVON,8,0.001056
GAVYN,8,0.001042
YASMEEN,8,0.001008
OSWALDO,8,0.001007
KECIA,8,0.001006
NIKIA,8,0.000991
CAITLYNN,8,0.000973
KATLYNN,8,0.000964
MIRA,8,0.000961
VANESA,8,0.000952
ADITYA,8,0.000930
ARJUN,8,0.000930
ANJANETTE,8,0.000869
JAMIR,8,0.000816
ZAIN,8,0.000796
PRANAV,8,0.000788
ZAVIER,8,0.000786
JOVANNI,8,0.000781
GAIGE,8,0.000780
SHANI,8,0.000772
JAVONTE,8,0.000769
SHANITA,8,0.000764
JOVANNY,8,0.000757
MATTHIAS,8,0.000756
KELI,8,0.000719
KACY,8,0.000701
TRYSTAN,8,0.000688
DAKOTAH,8,0.000668
TYQUAN,8,0.000648
KIMBERLI,8,0.000644
MILISSA,8,0.000643
IRL,8,0.000637
BARBIE,8,0.000621
KWAME,8,0.000611
OCTAVE,8,0.000610
FITZHUGH,8,0.000606
EDIE,8,0.000600
DIONTE,8,0.000552
SOLOMAN,8,0.000549
TAVON,8,0.000548
KELBY,8,0.000548
KEGAN,8,0.000547
PENNI,8,0.000529
ARCHER,8,0.000517
ORRIE,8,0.000515
TOY,8,0.000511
TOIVO,8,0.000509
IRENA,8,0.000506
NICKLAUS,8,0.000491
HYRUM,8,0.000486
ASHBY,8,0.000484
ZOLLIE,8,0.000479
COLEY,8,0.000474
HUBBARD,8,0.000469
FENTON,8,0.000468
DONAVON,8,0.000468
MISSIE,8,0.000466
COMMODORE,8,0.000459
ORLO,8,0.000459
PERNELL,8,0.000458
EBB,8,0.000455
SHERILYN,8,0.000449
JEMIMA,8,0.000446
MARTELL,8,0.000444
FERRIS,8,0.000444
WINTON,8,0.000440
ISOBEL,8,0.000440
GOTTLIEB,8,0.000440
NETTA,8,0.000439
CHAROLETTE,8,0.000439
ALPHONSUS,8,0.000434
JOHATHAN,8,0.000427
FREDERICA,8,0.000421
JUNIE,8,0.000421
VEOLA,8,0.000417
CARRY,8,0.000417
LILIE,8,0.000417
VLASTA,8,0.000416
KALVIN,8,0.000415
HARDIN,8,0.000411
BETTYLOU,8,0.000411
MARGURITE,8,0.000409
BURNICE,8,0.000407
DEDRIC,8,0.000406
LETTY,8,0.000406
ELENORE,8,0.000406
BERNETTA,8,0.000399
MARGUERITTA,8,0.000399
ALLEAN,8,0.000397
LOVELL,8,0.000395
BEDA,8,0.000383
ARLAND,8,0.000345
BRION,8,0.000296
LAWRANCE,8,0.000292
MICKY,8,0.000278
MICHAL,8,0.000273
WALT,8,0.000268
CADENCE,7,0.004373
GAEL,7,0.002718
YAHIR,7,0.002608
FARRAH,7,0.002059
ELLE,7,0.001985
ANITRA,7,0.001484
YOSELIN,7,0.001319
YARELI,7,0.001299
EVELIN,7,0.001255
GIANA,7,0.001241
JALIYAH,7,0.001233
MALIYAH,7,0.001108
JASE,7,0.001099
MAKENA,7,0.001099
JOSETTE,7,0.001066
ALYSE,7,0.001049
CHELSI,7,0.001042
ARYANA,7,0.001038
KAMARI,7,0.001036
JAYLYN,7,0.001023
KEYLA,7,0.001018
ARYAN,7,0.001000
BRITTNY,7,0.000983
SANTANA,7,0.000962
ARELI,7,0.000954
DAISHA,7,0.000945
BRADYN,7,0.000932
JERICA,7,0.000928
ADRIEL,7,0.000916
DANIA,7,0.000913
SHANAE,7,0.000904
MALAKAI,7,0.000884
ODALYS,7,0.000880
SANTINO,7,0.000876
JAILYN,7,0.000868
CASON,7,0.000859
ANAIS,7,0.000854
SKY,7,0.000849
JAZMYNE,7,0.000836
DEVONTA,7,0.000832
MAREN,7,0.000825
KENISHA,7,0.000823
DENISSE,7,0.000822
KADEEM,7,0.000819
CORBETT,7,0.000799
GIOVANI,7,0.000794
STORMY,7,0.000793
KRYSTEN,7,0.000775
NAKISHA,7,0.000751
MAGEN,7,0.000727
JESSENIA,7,0.000705
KASIE,7,0.000702
SHAWANDA,7,0.000690
KONNOR,7,0.000687
CAEL,7,0.000686
YUSUF,7,0.000671
HADEN,7,0.000669
SHONNA,7,0.000657
ETHEN,7,0.000645
RACQUEL,7,0.000635
CODIE,7,0.000602
CRISTI,7,0.000594
NICOLA,7,0.000587
RAHUL,7,0.000576
ROLANDA,7,0.000568
MARKEL,7,0.000552
CORRINA,7,0.000548
TREYVON,7,0.000545
CHERISE,7,0.000545
DARRIAN,7,0.000540
DORLA,7,0.000532
TREVIN,7,0.000530
BRENNON,7,0.000523
ZOA,7,0.000520
LINETTE,7,0.000518
LESLI,7,0.000513
LAFE,7,0.000510
DELISA,7,0.000497
DEONTAE,7,0.000494
STORM,7,0.000493
MARTEZ,7,0.000488
DELVIN,7,0.000473
SUZIE,7,0.000470
PLES,7,0.000462
JACKI,7,0.000462
RUEL,7,0.000448
BURNETT,7,0.000447
HETTY,7,0.000441
ROE,7,0.000440
HEDY,7,0.000437
ORLA,7,0.000434
ZILPHA,7,0.000433
ELMINA,7,0.000431
FREDERICKA,7,0.000431
KALEN,7,0.000427
ISREAL,7,0.000426
CARON,7,0.000425
WOODROE,7,0.000422
JENNETTE,7,0.000419
HARVY,7,0.000413
LANI,7,0.000412
VANNIE,7,0.000408
DOSS,7,0.000404
LILLIA,7,0.000399
RUTHERFORD,7,0.000395
LOREEN,7,0.000395
TOREY,7,0.000394
MINDA,7,0.000390
BUNA,7,0.000389
EUPHEMIA,7,0.000388
BUDD,7,0.000387
DOLPH,7,0.000386
RAHSAAN,7,0.000383
STONEY,7,0.000382
DOSHA,7,0.000381
LEANA,7,0.000376
ROSENA,7,0.000376
JARAD,7,0.000371
JOSEPHUS,7,0.000370
LUBERTA,7,0.000370
ALBION,7,0.000369
DOMENICA,7,0.000369
FLONNIE,7,0.000366
CAPITOLA,7,0.000366
AUGUSTIN,7,0.000362
ONETA,7,0.000356
GRETTA,7,0.000355
VERLENE,7,0.000355
KIYOSHI,7,0.000354
JERMAIN,7,0.000353
ERLINE,7,0.000353
GERDA,7,0.000350
ETHELENE,7,0.000344
GEORGEANN,7,0.000344
CELESTA,7,0.000341
LANIE,7,0.000339
ARNIE,7,0.000339
CLEAVE,7,0.000338
CHE,7,0.000337
BIDDIE,7,0.000330
MERVYN,7,0.000318
EMALINE,7,0.000315
NEVIN,7,0.000311
TORRENCE,7,0.000307
VERLYN,7,0.000305
LEIGHTON,7,0.000300
MAURY,7,0.000286
REGINAL,7,0.000261
BARRIE,7,0.000245
DARRYLE,7,0.000227
MADDOX,6,0.003370
KAYDENCE,6,0.002447
SHAQUILLE,6,0.002203
KADENCE,6,0.002177
DAYANARA,6,0.001926
JANIYAH,6,0.001872
SHANIQUA,6,0.001580
JAMARION,6,0.001468
SANIYA,6,0.001452
SHERLYN,6,0.001432
NATALEE,6,0.001337
AMIYAH,6,0.001279
OMARION,6,0.001239
CHYNA,6,0.001209
JAHEIM,6,0.001179
KIRSTIE,6,0.001139
SANAA,6,0.001131
TAFT,6,0.001128
WHITLEY,6,0.001118
LAINEY,6,0.001092
RYKER,6,0.001033
AYDAN,6,0.001010
LUCIANA,6,0.000967
DAMARION,6,0.000915
MIKALA,6,0.000895
TANIYAH,6,0.000890
MALEAH,6,0.000884
KAYLEN,6,0.000878
KYA,6,0.000875
JOHANA,6,0.000873
GALILEA,6,0.000865
RYLAND,6,0.000822
ENZO,6,0.000814
NATALYA,6,0.000814
AMARIS,6,0.000789
JALYNN,6,0.000781
PHYLICIA,6,0.000780
REANNA,6,0.000772
TARSHA,6,0.000767
YAIR,6,0.000762
LONI,6,0.000758
ASHTYN,6,0.000756
ALEXYS,6,0.000755
CANNON,6,0.000751
CITLALI,6,0.000742
KAEDEN,6,0.000740
DAIJA,6,0.000740
RASHIDA,6,0.000729
SYREETA,6,0.000727
KONNER,6,0.000694
FLOR,6,0.000686
ATTICUS,6,0.000686
IVANA,6,0.000673
SOREN,6,0.000671
KIEL,6,0.000664
CYDNEY,6,0.000661
SHAVONNE,6,0.000654
SAMATHA,6,0.000650
JAGGER,6,0.000649
LAKEN,6,0.000648
CHINA,6,0.000645
CARISA,6,0.000640
CANDIDA,6,0.000623
LATRELL,6,0.000605
SHEMAR,6,0.000605
NICHOL,6,0.000601
CRISTOFER,6,0.000600
CHANELLE,6,0.000599
MAXIMO,6,0.000589
LATARSHA,6,0.000587
KRYSTIN,6,0.000584
TAMICA,6,0.000581
SHANELL,6,0.000575
MENDY,6,0.000570
CELENA,6,0.000542
ISAAK,6,0.000532
IMMANUEL,6,0.000530
ARNAV,6,0.000529
KILLIAN,6,0.000521
NATOSHA,6,0.000519
TAUREAN,6,0.000515
ISLA,6,0.000507
SHAWNDA,6,0.000505
TREVION,6,0.000488
DEVONTAE,6,0.000483
AUSTON,6,0.000482
MARKELL,6,0.000465
TRAE,6,0.000463
KIMBERLIE,6,0.000452
CATHI,6,0.000435
SOLON,6,0.000433
TENNESSEE,6,0.000425
BABETTE,6,0.000421
LUSTER,6,0.000417
DARRIEN,6,0.000417
MARTI,6,0.000414
STETSON,6,0.000409
RAKEEM,6,0.000406
ROXY,6,0.000394
WILLIARD,6,0.000391
MOODY,6,0.000385
DEEANN,6,0.000378
LEONIDAS,6,0.000377
WHIT,6,0.000376
ANWAR,6,0.000375
SIGURD,6,0.000374
OZIE,6,0.000374
JANN,6,0.000370
CELESTIA,6,0.000369
ORLEY,6,0.000366
TAURUS,6,0.000365
ARMINDA,6,0.000365
JAMEEL,6,0.000360
ZELIA,6,0.000358
CLELL,6,0.000355
MARGARETHA,6,0.000351
HANDY,6,0.000350
TEXIE,6,0.000350
ROBY,6,0.000349
SADA,6,0.000349
SHADE,6,0.000348
JOESEPH,6,0.000348
ILONA,6,0.000346
VILLA,6,0.000345
ELLISON,6,0.000344
REINO,6,0.000344
LOSSIE,6,0.000344
WILLODEAN,6,0.000343
HARDIE,6,0.000339
MARRY,6,0.000338
GLADYCE,6,0.000338
ZELPHA,6,0.000335
JENS,6,0.000334
JOHANNAH,6,0.000334
BARTLEY,6,0.000332
URA,6,0.000328
YEE,6,0.000326
GLENDORA,6,0.000326
DAMOND,6,0.000326
ERLING,6,0.000325
REGENIA,6,0.000324
ELAM,6,0.000323
CLAUS,6,0.000323
COREAN,6,0.000322
WILHELM,6,0.000322
BRANDIN,6,0.000319
IVER,6,0.000319
BYRDIE,6,0.000316
ORAH,6,0.000314
BINA,6,0.000313
BEECHER,6,0.000311
JANYCE,6,0.000309
DREMA,6,0.000305
IMO,6,0.000303
LITTIE,6,0.000302
KATHARINA,6,0.000302
HELYN,6,0.000297
CHALMERS,6,0.000295
HILARIO,6,0.000286
GEORGIANN,6,0.000285
PAULO,6,0.000270
LAMONTE,6,0.000268
CLEARENCE,6,0.000265
YANCY,6,0.000263
LUCIO,6,0.000259
CLAUDIO,6,0.000241
VINSON,6,0.000221
THOR,6,0.000214
KENNEY,6,0.000207
KERWIN,6,0.000200
DARRY,6,0.000193
LARY,6,0.000192
ADDYSON,5,0.002073
CATINA,5,0.002069
BRAYLON,5,0.001862
KIMORA,5,0.001726
KHADIJAH,5,0.001518
COHEN,5,0.001510
DENEEN,5,0.001348
JALEESA,5,0.001080
LANDYN,5,0.001021
SANIYAH,5,0.001009
ZARIAH,5,0.000912
ALEENA,5,0.000889
JOCELYNE,5,0.000871
GRACELYN,5,0.000851
NICHELLE,5,0.000834
SARIAH,5,0.000833
CHARLIZE,5,0.000823
JAYLEEN,5,0.000823
RHIANNA,5,0.000819
JAYLEE,5,0.000816
XIOMARA,5,0.000813
AMARION,5,0.000810
QIANA,5,0.000775
NATHALY,5,0.000749
JANIAH,5,0.000742
DAVIAN,5,0.000732
CECILY,5,0.000732
AVERIE,5,0.000730
RAEKWON,5,0.000724
DEACON,5,0.000701
MARIN,5,0.000695
IRELAND,5,0.000691
ALANI,5,0.000678
KASON,5,0.000661
AKIRA,5,0.000661
JACKELINE,5,0.000656
AYDIN,5,0.000654
RIYA,5,0.000647
CALEIGH,5,0.000638
MARYAM,5,0.000628
KATIA,5,0.000626
IYANNA,5,0.000623
BRITTNEE,5,0.000619
KAMDEN,5,0.000612
DEMARION,5,0.000600
HOOVER,5,0.000594
LEIA,5,0.000593
ANJALI,5,0.000589
SPRING,5,0.000581
CLOE,5,0.000579
LUKA,5,0.000578
DEASIA,5,0.000578
MATIAS,5,0.000551
MALAKI,5,0.000549
SHELVA,5,0.000549
DESTANY,5,0.000547
RHYS,5,0.000543
JAIMEE,5,0.000536
JAYDIN,5,0.000535
TAKISHA,5,0.000529
YAJAIRA,5,0.000526
TRACEE,5,0.000522
GANNON,5,0.000502
TABETHA,5,0.000496
STAR,5,0.000495
JAKOBE,5,0.000479
ASHLEA,5,0.000477
DEB,5,0.000476
RONI,5,0.000469
LATORIA,5,0.000464
KELLEE,5,0.000460
TAWNY,5,0.000460
ZAYNE,5,0.000457
KEESHA,5,0.000454
GLYNIS,5,0.000451
MAGAN,5,0.000448
CRISTA,5,0.000438
JAVEN,5,0.000434
KAMREN,5,0.000434
MEGGAN,5,0.000432
FISHER,5,0.000421
SHAQUAN,5,0.000414
LATRINA,5,0.000412
ANGELIC,5,0.000410
SIMPSON,5,0.000400
HOKE,5,0.000396
GISELE,5,0.000393
SENECA,5,0.000380
DYLLAN,5,0.000369
VALENTINO,5,0.000357
VOLNEY,5,0.000354
ZENO,5,0.000353
ALEK,5,0.000350
WEAVER,5,0.000345
KIMBERELY,5,0.000343
WATT,5,0.000340
SANJUANITA,5,0.000340
WOODSON,5,0.000339
EARLEY,5,0.000338
LUANA,5,0.000334
ADELARD,5,0.000325
MEARL,5,0.000322
NELLY,5,0.000322
RISA,5,0.000321
NIKKO,5,0.000317
TOLBERT,5,0.000316
GILLIE,5,0.000315
ELLER,5,0.000313
ELBRIDGE,5,0.000312
HERVEY,5,0.000310
STONEWALL,5,0.000309
RICE,5,0.000307
BECKIE,5,0.000307
GARNER,5,0.000305
LULIE,5,0.000305
ELVIA,5,0.000304
ASBERRY,5,0.000301
STARLING,5,0.000300
BENTLEY,5,0.000299
IRVEN,5,0.000298
CLARINDA,5,0.000297
RASHAAD,5,0.000295
MANNING,5,0.000294
KARREN,5,0.000292
STANISLAUS,5,0.000291
MATILDE,5,0.000290
EDMON,5,0.000289
TULA,5,0.000289
MONTRELL,5,0.000289
ANDRAE,5,0.000287
MIGNON,5,0.000287
ISADORA,5,0.000286
SEABORN,5,0.000286
ALGER,5,0.000284
THOS,5,0.000283
VETA,5,0.000283
BURNEY,5,0.000282
RETTIE,5,0.000282
CAP,5,0.000281
INDIANA,5,0.000280
CHANCY,5,0.000279
ROSY,5,0.000277
SHEDRICK,5,0.000276
ROSEY,5,0.000275
ATTILIO,5,0.000274
ZEBULON,5,0.000273
DERREK,5,0.000271
KATHYRN,5,0.000268
CHAMP,5,0.000264
GRAY,5,0.000262
KATHLENE,5,0.000261
ALECK,5,0.000260
NINNIE,5,0.000259
MAEBELLE,5,0.000258
GERRIT,5,0.000257
ALDONA,5,0.000257
RUTHANNE,5,0.000257
MOZELLA,5,0.000257
CADDIE,5,0.000255
EOLA,5,0.000254
BURNIE,5,0.000253
BELTON,5,0.000252
ELLERY,5,0.000250
OLYMPIA,5,0.000250
BEA,5,0.000248
ONNIE,5,0.000248
CARRA,5,0.000247
DELCIE,5,0.000247
OLENE,5,0.000246
CLELLA,5,0.000245
ARLETTA,5,0.000244
ILAH,5,0.000242
RENALDO,5,0.000242
VICIE,5,0.000242
ESAU,5,0.000242
WAVA,5,0.000236
MADELENE,5,0.000235
DELORA,5,0.000235
FRANZ,5,0.000223
AB,5,0.000218
CHARLTON,5,0.000208
EFREM,5,0.000202
TYE,5,0.000201
ARLIS,5,0.000198
KIPP,5,0.000197
TAB,5,0.000196
RONDAL,5,0.000190
NILES,5,0.000166
GAREY,5,0.000151
LEX,5,0.000148
TALAN,4,0.001046
CHRISSY,4,0.000910
JAELYNN,4,0.000832
JAILENE,4,0.000816
SIENA,4,0.000805
NYAH,4,0.000785
BRYLEE,4,0.000761
ELLIANA,4,0.000750
RENATA,4,0.000740
KINSLEY,4,0.000718
ANABELLE,4,0.000703
MILA,4,0.000677
MYLA,4,0.000663
ZARA,4,0.000658
SELAH,4,0.000627
VALERY,4,0.000626
AMARE,4,0.000617
KARMA,4,0.000609
LEVAR,4,0.000604
LEYLA,4,0.000603
LILIANNA,4,0.000594
BRAYLEN,4,0.000590
SHYLA,4,0.000589
NAIMA,4,0.000565
SHREYA,4,0.000558
TELLY,4,0.000556
FINNEGAN,4,0.000554
HARDING,4,0.000549
TASIA,4,0.000538
DEJAH,4,0.000533
SAMIRA,4,0.000524
DIYA,4,0.000523
KYAN,4,0.000511
JANUARY,4,0.000511
MESSIAH,4,0.000508
SHIANNE,4,0.000507
KARTER,4,0.000490
HAYLEIGH,4,0.000489
SYMONE,4,0.000479
AEDAN,4,0.000474
ODALIS,4,0.000469
CORDERO,4,0.000451
JAYDE,4,0.000450
KEELEY,4,0.000445
HAIDEN,4,0.000436
SELENE,4,0.000432
VIRIDIANA,4,0.000432
MANDIE,4,0.000427
MAKAI,4,0.000425
VELVET,4,0.000421
GAUGE,4,0.000418
TRISH,4,0.000417
LEANDRO,4,0.000416
BRITTNIE,4,0.000409
LAVAR,4,0.000407
KADYN,4,0.000398
TIARRA,4,0.000387
DANAE,4,0.000381
LISHA,4,0.000379
LATESHA,4,0.000374
KAHLIL,4,0.000372
TAMEKIA,4,0.000372
DANNIELLE,4,0.000371
RISHI,4,0.000361
STEPHAINE,4,0.000359
AMBERLY,4,0.000358
SABASTIAN,4,0.000340
MYCHAL,4,0.000330
EDRIE,4,0.000330
ANGELLA,4,0.000330
MALE,4,0.000328
DIONE,4,0.000325
PERMELIA,4,0.000319
JALON,4,0.000318
KYREE,4,0.000315
BRIDGER,4,0.000314
RYLEY,4,0.000308
TANJA,4,0.000299
LAQUAN,4,0.000295
DONDRE,4,0.000295
THEDORE,4,0.000292
ROME,4,0.000286
CODI,4,0.000286
DALVIN,4,0.000283
CARLISLE,4,0.000282
MONTEL,4,0.000281
DEANTE,4,0.000271
DAKODA,4,0.000265
TONDA,4,0.000265
HAZEN,4,0.000264
THOMPSON,4,0.000263
TOLLIE,4,0.000261
DEONTA,4,0.000260
ARDETH,4,0.000257
CRISTINE,4,0.000256
MALISSIE,4,0.000253
LEISHA,4,0.000253
AUDLEY,4,0.000251
JAYMES,4,0.000250
THYRA,4,0.000250
MEDIA,4,0.000247
ELIHU,4,0.000246
SEWARD,4,0.000245
PHILOMENE,4,0.000245
PLUMA,4,0.000243
ELSWORTH,4,0.000240
ORVEL,4,0.000239
HENRI,4,0.000237
HARLENE,4,0.000237
NANA,4,0.000235
WINTHROP,4,0.000234
JOETTE,4,0.000234
MANUELITA,4,0.000232
THEKLA,4,0.000232
THEOPHILE,4,0.000231
MELL,4,0.000231
ARMSTEAD,4,0.000230
STEWARD,4,0.000230
MARINDA,4,0.000230
SARRAH,4,0.000229
MINER,4,0.000228
KARYL,4,0.000228
DORTHEA,4,0.000227
HOLLAND,4,0.000227
RAYSHAWN,4,0.000226
TISHIE,4,0.000226
ALLA,4,0.000225
HERMANN,4,0.000224
VERNITA,4,0.000223
KENDELL,4,0.000222
FLEM,4,0.000221
ANASTACIO,4,0.000221
ZEKE,4,0.000220
BARNETT,4,0.000220
HALL,4,0.000220
CALDONIA,4,0.000220
JOHNEY,4,0.000219
PRUDIE,4,0.000219
SYLVANUS,4,0.000218
PEARLENE,4,0.000218
BETSEY,4,0.000217
EMA,4,0.000217
LITTLE,4,0.000216
CEPHUS,4,0.000216
DOT,4,0.000216
KARIM,4,0.000214
CASS,4,0.000214
EATHEL,4,0.000211
MADLYN,4,0.000209
MERRIE,4,0.000209
ALFONSE,4,0.000208
ZIGMUND,4,0.000208
MARILLA,4,0.000208
STAFFORD,4,0.000207
GEE,4,0.000206
JULUIS,4,0.000206
HJALMER,4,0.000206
VERDELL,4,0.000206
EVERTT,4,0.000205
ANTWAIN,4,0.000204
HARLIE,4,0.000204
DOLA,4,0.000203
KNUTE,4,0.000200
VERNAL,4,0.000199
TITO,4,0.000199
ANTONINA,4,0.000199
ELLAMAE,4,0.000197
GLADIS,4,0.000197
CONWAY,4,0.000197
DELSIE,4,0.000197
ERLE,4,0.000196
JOVITA,4,0.000196
DAVY,4,0.000196
DICY,4,0.000196
DEWARD,4,0.000195
COURTLAND,4,0.000195
ALEASE,4,0.000194
ALPHONSINE,4,0.000194
AMON,4,0.000193
KATHARYN,4,0.000193
CORRY,4,0.000192
EXA,4,0.000192
BUELL,4,0.000187
LUVERNE,4,0.000187
ALVIRA,4,0.000186
COSMO,4,0.000186
HERSHELL,4,0.000182
DONIA,4,0.000182
ETTER,4,0.000179
ADD,4,0.000171
FAUSTINO,4,0.000171
AUTRY,4,0.000166
BURKE,4,0.000165
DEMETRIOS,4,0.000165
LUIGI,4,0.000162
FERRELL,4,0.000159
DARYN,4,0.000158
ANIBAL,4,0.000140
RUDOLFO,4,0.000121
DANN,4,0.000120
PATRIC,4,0.000118
RENARD,4,0.000116
KINGSTON,3,0.001201
RIHANNA,3,0.001163
KHLOE,3,0.001161
KIZZY,3,0.001112
TENNILLE,3,0.000834
ADDISYN,3,0.000724
PAISLEY,3,0.000722
LILYANA,3,0.000593
KAMILA,3,0.000592
ADYSON,3,0.000589
BRAELYN,3,0.000577
SCARLET,3,0.000573
BECKETT,3,0.000556
ZAYDEN,3,0.000556
YARETZI,3,0.000544
KINLEY,3,0.000516
ADISON,3,0.000509
YANDEL,3,0.000504
HOBSON,3,0.000498
DAHLIA,3,0.000485
MARIYAH,3,0.000472
CAILYN,3,0.000469
CITLALLI,3,0.000464
ISAMAR,3,0.000451
KRISH,3,0.000447
BRILEY,3,0.000446
JAYLAH,3,0.000445
PERSHING,3,0.000436
CHARLEE,3,0.000435
LORELAI,3,0.000429
RAYNE,3,0.000418
YAMILET,3,0.000415
ADMIRAL,3,0.000413
CRISSY,3,0.000410
YURIDIA,3,0.000404
NEVEAH,3,0.000402
LIVIA,3,0.000394
KARIS,3,0.000393
TOCCARA,3,0.000388
MAKALA,3,0.000386
IZABELLE,3,0.000386
CORETTA,3,0.000386
LAISHA,3,0.000385
JAQUELIN,3,0.000384
CAMI,3,0.000379
MEMPHIS,3,0.000374
KEARA,3,0.000373
ESTEFANI,3,0.000373
BREA,3,0.000368
AIDYN,3,0.000367
ALANNAH,3,0.000367
DENISHA,3,0.000365
JARET,3,0.000359
ANFERNEE,3,0.000358
JAX,3,0.000357
PRISCILA,3,0.000357
CHYNNA,3,0.000347
NAUTICA,3,0.000347
KASEN,3,0.000344
CHER,3,0.000340
ARSENIO,3,0.000339
KAYLAN,3,0.000338
JASIAH,3,0.000337
EMMY,3,0.000325
TYREK,3,0.000324
ALYSSIA,3,0.000320
LEXIS,3,0.000320
KHALILAH,3,0.000318
KRISSY,3,0.000317
DEANDRA,3,0.000316
KELCIE,3,0.000311
KIMBER,3,0.000307
BRAULIO,3,0.000303
JORETTA,3,0.000303
MARCELA,3,0.000303
LANDIN,3,0.000296
BROGAN,3,0.000290
MERRILY,3,0.000287
SHENA,3,0.000286
TYRIQUE,3,0.000284
FALON,3,0.000283
JAHIEM,3,0.000281
CASE,3,0.000281
JAYVON,3,0.000273
